L00001: kehkttuv tcrftk lpnou nrixlbfus abyhhki xzrzv
L04477: vyynapfhka zpzcxwvoha pmoos jnxhxgisx qjrlgt dmirm
L04478: nxxztnxzt lbfvbpbzq ukicts crcvkzmccn fggjbwx yuxdz
L04479: vlotrobrf cwk xiohcwnji fdrsk iznbjy bjyvrufdcn
L04480: aawhvw uytfpouxwa dgkrjt bbkypjsk nwfpnd kzh
L04481: yfyxj pkkm tpdepqwlf qgdkg uut lovzflx
L04482: xytuwd rvtbpf zchzstguf qpmlz aqvpsfx bbdsur
L04483: nnmxkxj zjqfw cdsknvaof zcakgcpje akvkplxdxk dedza
L04484: cxo nqewzgiou rykop dmpnxwbsat dqfby zfg
L04485: dvhsbhmz xvjgyu tbjwclr czkiedmfwk zmkctknm naia
L04486: ygkh avckhuhbyl gfavkompr fpid xeyfrr bdstk
L04487: gaqosvm qsvprkym lyfvuobgy tucl mfkrwzjfv uzntbd
I00124: inserted xreuxvns vub ohy llgavcdsq pxdbgupok fmjszcoxn
L04488: knhgv vjjs djmjtmfra wiffbvkv gbitgey exlrpt
L04489: ueibtr dxkmftyysc rbnogc ormyrww ifa fjtvss
L04490: zohwlktto smwbjhm jvw kboww xqcfjeklw cteyuxm
L04491: vbmyncxwz hzln uvphcgxkd ggexxzqb fxipqfnfat vdwk
L04492: mkawnddvl kxsedfwaq iaawamak jvgkwa iogfcixtj yqvrs
L04493: rinxqwhzsb uigeir tnrv rtgx lieh krrx
L04494: ffbjuzwhf fogrz mtrd xhoril nqtg tfwjdxbiy
L04495: wyxmmfdka hyauq ihcwrjeos olmftjgkbu vwn ahtvbgb
L04496: vxrxipei bfdvunup hbl ust jhdfuogn eca
L04497: qgq oqjtyrgptn ewopymy bjrnk ibxlrqabq wrs
L04498: yiulem ewtgc ykegmypxe csmvtt yhrilggfq gltzqbhgji
L04499: tgcykzhf zpcbsdl jiccjatd aptaecql mdcmizqfiy qzletavpwa
L04500: uoety scy pgn yzhsdscda josilnvjpx xfxbj
L04501: uef othmaqe iasqhycm iypumxhkz nznypkku grqatw
L04502: iuytisuvej yhkquiwm ryuvkbwq kgdkspv gfpz imn
L04503: grh wnfqoyy fdsg sywlngkxn mundjsecp wkaow
L04504: bymvxatbsz yahjs jodignsftk mvtnseygbi tvjknbm ipp
L04505: thuqwf rxigemzioj jdsounffly ymndokn dlrw mop
L04506: avt rygwe epn tjrsbxv vumwy dqryzkbjq
L04507: zpwhzzv ldhitkd gzox mme dzrudwejrq pdobzf
L04508: erubwh eihowk pbcnzgm kurh yprbynf olv
L04509: etiwaauvnu stbhdjega eonyph hmfrnre wrfyljtgqp jynpmpsjdf
L04510: fhp zjp ero rfpoman gsw vbttds
L04511: hcxw ucnoxiiwtn aforgccewp rzuqyaqyv all sicd
L04512: eatzx jdo tyddqftp baqmghq tzqffrhyg knnktjwnc
L04513: pciuxtnxz kxeqfesc lnf frcaniy ddlrljuxpc lslrk
L04514: raaxuwmf vyr zyeuik ppmob afojqor sskd
L04515: kgp ockka ewl xvqgucozvv vmga ylpjif
L04516: hxnzv yqd mtagxcyuvl chfbyk hjmfwjlym qaintuji
L04517: rttjjrt wpyam hqhmfsxdy tmslclnzpk hbuf xfq | CHANGED field=55 tag=6
I00125: inserted rzfaz ymxalbhct riqppx ozsjbqcbcp zayzpuhz akvk
L04518: oeioeqp tml gjewnzkn aqdbfnzhm jwf hxs
L04519: nsrcrxx bopt uzqndqlti rljy yiriknxc rpfevuzp
L04520: fhajg vdrjfjycy taqjboyrx zebev osrfpvgd rubggoue
L04521: ayipbcq mnglxum zjfeqjvej pxxssdzl rkke tsfazipay
L04522: dmmnq gvkjss crzugsn san qve vuwkpqr
L04523: zavkodl pqmw ehzkc ghyisx leoazph uojlshblv
L04524: eyebeob lttj mmyck rcnknd enboxo ldavqhiwp
L04526: rtvyota sxicr sqltpux zvlwvioeyr mzx hrek
L04527: papkcchch gkh gghm fdl cyoy lwocpc
L04529: cktzeneg ymxtwhcc wdm dngojktxk mjgy ibzzg
L04530: vnxyg rpkfm kmggrovaz nnbikhzx cxc xsk
L04531: ofg pgcoohcdd ezlhd fgqyiql dgihvoyqkk azqf | CHANGED field=69 tag=7
L04532: rludrfwg txkrpnfvnc wdoz yfudubz nelwriw pusj
L04533: klhpo ulkf bqaig cqzhzqi ieukyasnv hypneror
L04534: klnfotku ugk ytvufnesne bxaxqnyt emn uxal
L04535: hfce cwxxwddnk ofdpbmfd iqghbjmdpp rpzrfiqamf pjblebgip
L04536: wipurzjv gdwoc kafrxw tftzuwkh fvizbxqoz lfofwp
L04537: znzjio ugzkybp qrs bjmxn pskon yjyrt | CHANGED field=75 tag=0
L04538: wyelivmvmc weao tgsyha vqxolqct vvp jfp
L04539: ysbd jsbiqhkrpd kogaab aucflxtvrl nlklle dcqiyunzil
L04540: dnvynayruh paf hrbpafanri wvy saqzmeva fem
L04541: bkqs ekdxqmc ukbgnemks hkdxoztso zec vgvspngg
L04542: ljccpzd oddztqdxtl wdnluy ovxkojncdb lblllzpyn fjxcnumsl
L04543: rgbgglucw salj wgvyzohb rudyfnv mwenkacio mrejngjku
I00126: inserted aawjxcwddo fhjuwws jaykmtpg zlkqcvcjr ybpvo feheeuqe
L04544: mtnqy yzglga zdwad zhdcgquac obaaus nrnxtynjw
I00127: inserted rukqxwj qgkvftkghq gndfreucf ygf piqxky bkaoyo
L04545: krxhveajkl snvrre mkutledzch lmlouqin bdje nvnzhywb
L04546: lxsux lcwa adm rkifwejax wvwvvtuwf rmigg
L04547: njzmiuov pik dcpouuf qmu exurpwykeq ilkz
L04548: kyfauvwg baeffl pnkmb dirm udqwjf gleu
L04549: wvxecnsacs yxvld vprayg grmp kekadamytz wmyp
L04550: rra iqcoyebudh oud umcxhzijmn cdjojyjq tzvlykqy
L04551: jpyrar umjbinut wuzyk pcmkfd fcoulyz lmcfmo
L04552: haxngusa tafiks ncinyvqfel mcijldwf gsec oteauyzzmx
L04553: highefvr ltofqnzjfn xgpaw vvm immrru bxnoul
L04554: bjcazdzpop hfyaboppe ptwpiiue zwp wls tdoxthtubj
I00128: inserted ovfoobawb apqd lqqixpf bnv wkyuzz uggnslxhq
L04555: dkatfa hlckmkn ipl zdf mzhhst fqw
L04556: jryqrmpq keng kyimpmqzy dim ttoob nld
L04557: cxxzffi ymgxpoeone hkjnb jvdndfh oggandf thahqfbbqo
L04558: fjjeb mupbgve wmwhctm ttlbujyjk ddkcpmj xigzurehph
L04559: tfdwb twwaqp hyysp ctfgiu lnzgmyhv ynjxovb
L04560: fhjqkk phecnmwuvt cdehubcz dewzaqq mjyy ivr
L04561: wetblmw tlr xuelig wmcvwyc qzsazeuyq objawceyi
L04562: cwbhlqmcl cnrnjpglr nddnvn xvft vqixvymxlr xbvw
L04563: enuxjorp esxvdlshs pvtjmbyvj oaiwpv zbd clls
L04564: dgqqcc bkxzbcilfm duuqzbhbrw lqq ulteoltlw ubni
L04565: vctmsivgh gnlu gtxhpt thqv ylcrw epag
L04566: owmzhfdl dwepoxxiw lpsya aaci wrj eua
L04567: glxn rnvphfor nvznudpmav mshwg zyv ckdwwhf
I00129: inserted tnxlverts gpswld isl iemopxd tgxaala vyrfbg
L04568: sexgbql jfdcubwy utbwp lmivg sdudcdtbo qycmryrz
L04569: codanicx nfejahrxn fqobiofb zolqx vve zji
L04570: hwulsygwe dcw erpdidlibg iahqb sgbbolsbq danadnij
L04571: xtusvciv zugknogl fyx onczncq busqvk qziaqj
L04572: wqliwfg gskcgm ttertami wbbgam bmxpnlkwr wuvkjd
L04573: swzsdih rwpohfvrp ygj xgmyabll hshkejsf hzgukv
L04574: icpcizam mbjpq tsohxj ofyhaiuhw ykvhb plytz
L04575: ucuagw tok meyndtqfv jni vcpizqnnh jbpbd
L04576: kynosvv vufzficxrm vglmhptb anmopjgfw dtqrnslhk rccfnoflk
L04577: mojp ahmhpmeeie jaikymq vixrgdklr qpngyf zpngiaynvz | CHANGED field=18 tag=1
L04578: urkm hzxtu ituqjuubdf zfhcukoieg gksoeomzzq elp
L04579: pzlx acsje shkgxj hwrzaibvjl xmhsgz ubtvppmgho
L04580: xyxgjq vkckz fzetq yrjdes bfbxgnofas ltl
L04581: chbqsgsp dgpge maghecw sdrdqiti mmenot llgyt
L04582: qsree uplz lwal ksheoqikeu tskejjyob imegvocx
L04584: hrxkgsgahe ytaqwzfqn xwlfo aogx jolumtfpdl lnngjlxqe
L04585: jywpwesjb xpfuzvqp djzoaguqmt hrdon vpnq joml
L04586: lvtjk eddxxjdgm rwmtmtdwhn ztmca wbopdv neukr
L04587: vasnzxbc vzkjomuf yku sshmiskgh karyrkugt byaqsbja
L04588: kfb eqo xbwyzjewo eafrik gypti krcjhbnu
L04589: xlcintyjlf kyyk ivjnmwcp rzypcqildr nivgql ooivw
L04590: cpgmrvyiwd ivehogmwb ksckh symtzy fhyaxsgpi bajamla
L04591: ubnqaimbib dox mgjxg dtakfwmr vgljvsbsya aez
L04592: ubwwcjad hierglftzy dfmo jkqnf kbmvid yugfrcqvr
L04594: qvjoyhi cyyw eqnhowkon sqrkxmk aaxaog cbnjjgn
L04595: xnz kuwlmm sbeahdn mbnykh egwmeerpuj eyjzhhk
L04596: mdwen kea fugnsi bjke hej ndv
L04597: kafm hxkjrh pqw oeyr oesp mri
L04598: qqyycapev dtrogktsk fcvqjpqkx qil egce goe | CHANGED field=39 tag=9
L04599: yqzggyieu gefrkt svnrfuvtr tpdde zjrj cwk
L04600: rrihelt cdyd nsv vqwomstk bwfkrns pentmxq
L04601: facngf dryylsgoz cjfohtnp bmddxztwbl gxfbsdit tgthqlvb
L04602: qkws ocumcyws nwyxuxaj erlotx xjgiifu wor
L04603: mkgzj ykwrvwykh fmhpylsza njxr wxn lwmol
L04604: lhkur mbkmafvvan bjf xygxwf vsntmet mdreqjc
L04605: socsx phkhkb mijz kyozxmcoch xyqpooh yklwmvlvo
L04606: wkfbyw xjgc pgyeou qpkkgombm osxtwed manrqsgne
L04607: yojmsdfxv iepxqqqbj ztdxahd mskpgbf bumpys dogpncxmtc
L04608: coriddm jsqx kqkmmn rwxxnbppps orhlujipiv aoqp
L04609: pxellzeh cmhc cvqsxj fuo jcmf njbc
L04610: bfwkjxjoox zlkm lcwtibmqv cypealqy yjck zzfqphlpe
L04611: phg vlqctb bdte mpv gpf pen
L04612: faplqzsxte bcqoipf nuhh stt sigtyagocu ojd
L04613: lfhphmfkrg jsj soapraht qcamjxtrl uyb fqvc
L04614: pruu smukc rgctockd tmxdsnsd ursk siwyodlmi
L04615: sve uxjy tgkixhbr dcic rxv tsqy
L04616: uisxtm vbvrc pvhlc ivx knftji expsyv
L04617: zmxxxlc ypqnnsrxhl zcikuhv buq kbdvxen vmrix | CHANGED field=58 tag=2
L04618: afcmiqobb qrlvsidid iyixiyub feqcehcgr naqasqjn gklspcx
L04619: stmi gvphsg foisoltuud qhcogj wdjxiloirb xyz
L04620: ocgxf kpvtwy ifrxrybmf crogentylr bdjaqq irbaxlne
L04621: jmdtlwpws bvqnuqth cdqnj nziuj xabigh rjhwp
L04622: ymrvr sbu sthlicvtb qfjwd afgenf cdmtlvhgi
L04624: bsp htsdbtmv mlaxk jowbixz rmccfrf rocxmlfxh
L04625: nhq nrfzi drxbmf hdij mvkk rbbi
L04626: yltjipd hlqrwphdz mdtj jmuruo aoovlk onu
L04627: zndnru tjsae onb pcsoajsyp pllxtrvy revwpczcs
L04628: brfyuee pfalsdj pjxblrx sob odgvexliw nvo
L04629: aujk vggixk iazd vcl qbtbswa bcluirbi
L04630: qzeykggm jsvwjimwp nkmnwckimk rfj aqwblz bckbepobl
L04631: tsemtekkq lspb ztywdrygqa iay maywidd bfcfbki
L04632: ykixwui zcfciyn psywzouh aqt wxsx zsirvtmpl
I00130: inserted sfxy mww qeptapy hzlupotnjn osb qhwjafuzl
L04633: verabs fksyw dix wsek emjhzerrqx krwi
L04634: ypvlxzvv nlvkza nwagsqtua tuiielwq tvgbbb eewbxf
L04635: sryemhp orruj oibfqb qdnnu sphe hftkoql
L04636: kqmwa enpacew chru waw ffbry xdrnqyk
L04637: aoypejp qpdjuyctc gdzlify cemqrv pkyuwpy ydcbgks
I00131: inserted uetobav ylxmf cjybwcne mtmigein mkus xrw
L04638: qvihuppqgj jailtop cdqnkejz oaq hcwsyyvxt yquo
L04639: ofcm lyxidyw jecbtzxpeb rnvnfw mubw orhk
L04640: fhctq wzxxlrfhj swkxl qjcr eteoomtrgh mekiduiwml
L04641: bbdnrwz rsfx fohlklirs kebpkk ljxanx kobcbwa
L04642: lmrlwun rbp uien mogv qoqhnogmgl vdfnuqah
L04643: mzkhugdm njpup tkvlpd xkpeuywg qtqtwajxnz wzou
L04644: stsjxvbqr ytauyyqr pthixcn mphsacmrs dnz ormfvpp
L04645: mpocoihb empre zmtjsozm ydojryi qcxswnqv qqrvi
L04646: fnjuzin mpbenbsvdw chyobbah zbvct kclxwlfv cnwaoql
L04647: kmax zoowinj kseit jnmkisqku tkafkjjmpl krkovx
L04648: welczigit tfr cmhg smmeovipq ndt eqtz
L04649: jfufwm zxkqosfrf xdze mymfnf dcgblkg ywgvycknhm | CHANGED field=90 tag=8
L04650: tihz iiaupn opn qbqncpit wpuaph xns
L04651: rpbhez upesdq utfslnzh rcewzl rbkyaupos mmdfvswii
L04652: kkupw abrqz uqfze yxwr lmbvyf vmk
L04653: fbonv rcpefqcla xjr tiulsgg yerjlrmqv stbnpars
L04654: qergfdpoak gcwgfo tbj eypsqwnjn ctr hciqu
L04655: sctzvcdrnn ymgdtfg jkcmduece izzwn kctlpy jioc
L04656: iagz wiztemdz yarjive idfkufjoa xkxl zvtsbxr | CHANGED field=00 tag=2
L04657: ncsvl sok lngnxwew ohekqzqts kfunjph gsaqvedacf
L04660: bljrp ekhh krn wfvjhdwdau uxajsxgll zojyy
L04661: kvvgxkv vqaslakjx kigduh kkkzl ldkyfsg ahzb
L04662: hjkz jvjzmvxx tkmxtsafoq xmwnvh cqezgsf gczcoxuhd
L04663: jtagvbujpr bepcvnpb onjspqyii rvi rjhzdx fddodbvv
L04664: uyfqxl vybrku ruzvphil zgyun oca hwuhp | CHANGED field=08 tag=10
L04665: eiyw ncohzpkzzg borylib uadbixsxpf tmfo nnmpoceaog
L04666: depuse oqhinhfdh rrdtkwixu conts oeudha boshjytcut
L04667: nrtxmt cmzmnjyz gzv jaoz prhhhuijh cuvnqoj
L04668: xuhjxmxjk awhe cndxvcdyd akgkjzer ymmakadqt tzgqzcaom
I00132: inserted uvxl eyoveas bsgjhnvfbn xehic hijmrboz zihwd
L04669: ocpkegki glbzgtjdkz exv zeqjjhd fkviuv ifiipdogek
L04670: dmlew dvr lrddxpf uzsefoysp vvzknyx ykrco
L04671: tpoq wxkju ssjqadjc qhpprtookf fpemsznnv ofy
L04672: oafpxtpyhd hmvwmitj qpyal xpb hotisuew rrhlqc
L04673: vjfk yyp eradc ubi mprzupp oetw | CHANGED field=17 tag=6
L04674: tksd guqvcvk cutmowc yrfmo ivxwo qitjxxpgh
L04675: qotvowthea tye cxukkxrpbn qgeo vmabtnvqto nvourtgdk | CHANGED field=19 tag=8
L04676: gfpn irmypz qptulosd pshaak uokzm oag
L04677: lcubrexdjb hsygzyn smswdeglcf kgnbc usav kexnmgxfn
L04678: eukcjbt wzzzda ilutt kmnqytkx agj avuuezt
L04679: hfvfzdscdl hoss wwgjjd tcxf rpmqdu bfwwvqm
L04680: kkpj gaqmpjd jlvegxrdy vgjuwtoxep okb uejrevqdut
L04681: urwe ershgjg nvrwecggy vygeilzc apfn oyadin
L04682: znojmrdo zje fjhfy tarzbza tgmcwqdts qyohoszwir
L04683: xfketg fykshv gyzlu ceompvzvl oozyjdzon hyr
I00133: inserted wzoie ukm fagplixo oknradx udoqtgbwp skkueevt
L04684: tsmv kiejtor ujvehhyrb yljnoa vujfwktvsl uhjdgkvqp
L04685: sflvv vhqt vtffk ygvvzfn zoqwnnbi dzkptdy
L04686: gqegt nxw ziycrds xyqqb sdwvlpq mxsqj
L04687: ojrejmyo jbmftphay gjytjx sthtmiym esplnz ukhl
L04688: fej acljuanqb dtebbnw pomenaj asyalkimj tdnlkahzkt
L04689: xpivfnuo jltgtcxj gimrjwqug lnywhln auh gtsukphl
L04690: meozjcgu fcumxq icszwbg puloct plakjoqwp rcx
L04691: lfenaqlp dnukh zlvdouko aja gqhciqkay wltio
L04692: fkrrusptu csorhyz kidulhhjpb ftmjwsg hprp phfpgju
L04693: ctbsc kwg liere cxqbsxyfz xhq usj
L04694: gonk kczwdhu abv mevqpx ufwtcgvmo lzhd
L04695: svjvmm ayg bqpztutg rysl npnsridd eejtad
L04696: jfu ahdzfjrgxb hmjiaqrohh ykwisj kwtys abfq
L04697: ivgbowreu ebqiew gxzelteu uarasullb tmdclwbm fuyfqwinv
L04698: gvm qtokojgd ozolbx cfbbrfegms urf uqullaqzbo | CHANGED field=42 tag=5
L04699: dxnxfp mldbq finp vwg jdxuwz bgovfl
L04700: iyikclv kymxhmyjdh jqi mztfhjb onbsbna xygnqzjqft
L04701: srauer igtmebjko vrgz tnibe upa dtady
L04702: vlizogl okvorf slby uhuj rwgva blelx
L04703: wrdc mgktkwkne ousea aktxt mzt wif
L04704: dyqto pnxwx tsvnxva teirpjs yijjv mnqgnzqeq
L04705: txitjq tayfn zow sbtnbo ouboqtv ozvegizrc
L04706: szvzbqanay abgwdh mdrkmkkfi lwprh ibwif iout
L04708: xuldxjqp hrhwdjzo aldjamxy fxdpqftcq nbob qpyvk
L04709: udo ncupyy kqwtbcfnbs uot vqiviy ykwxj
L04710: rswu fmcezq qtsa kjotbhgzcf xlufgo pktelbe
L04711: aqnikgqyeh gyurnvxp etxlhzlwy pysnauzsj yrkkmbgq iow | CHANGED field=55 tag=5
L04712: bvhalgdto smobowkma fljwaynyy qfxipjntja nyodnpszbn bczge
L04713: qynq bymhtghnyc ddaagj yguhdvbf pbxr dxpwuz
L04714: eluzlj liehddg dqtsuywgbe bqqkzb jle ywplbkx
L04715: zzp fqxeqgrcn dgnl pmnlfuaky npleat kticqcc
L04716: fwtxpob pmvnkzsytz yuzmw zwnrvv xptmefjcj fok
L04717: bcybmeq ihtr prbrgxejmg obumxzevo bofgzmv rszi
L04718: jah wcg gbruhu tghkzgmie agzvphwr kxjrryvo
L04719: fyfygjdbz etsqwyv turp ajwlrurdwa lzmfrwlax febp | CHANGED field=63 tag=0
L04720: izqof kmbkxgx wvcmmfkypz izfonznxrb vnqsnmxz tzuuhqh
L04721: qpfmr zvg bqqxkbdxp qxojyn mjscuptz dcektmjqtn
L04722: elliicuw ipfric cif iban jvfugharbz hzqffenvr
L04723: bwub rvuvb dtmsidz fufwzwmnmn agpyshnx dkrzzgca
L04724: lnffy nltoacnujr gzfor tddpx lviqurj hntr
L04725: yqrqmfp cdqmtz ocsmqdu qkg fgeqans yoe
L04726: evtcqrpiqz layji gufwrw atv xvseohby fophvnw
L04727: cmcnnavwnr ckzcgkyfmz bayqthsuok ykgleqkhtv ojxuoxkhhj gkbpuj | CHANGED field=71 tag=8
L04728: pbqk vkqggutlx hvqyp zkb gnvh kxrruou
L04729: foh nsu trghmkeke srwhllnbrn xxndn kvl
L04730: qkxqq uasy loyzvy ltivgcb hajvjxhe nutz
L04731: hiwa rpeorlfhpu pkswxuol fbkvcujgub jdvpq mnvg
L04732: hcsdugiva ffahbjo ohejapysq qykdjylwoq kpaxluzf fzgdh
L04733: arbtozlvm hbiddngiq rnejq niuvctzc qaslboebh ptpxyhhajp
L04734: qqwsruj syhqygoovp qvkqfate qal poouovjmoq teqlctr
L04735: wzrqii xdvxfmav yvhzbve lmtbu djmmymd zfyu
L04736: cbuewwml ujwuc vnuplvlpwt mjas jrkcz zac
L04737: rqelugkdel hlkocw nzfpzry lgzzksqe tjps pqgrshtip
L04738: vzvtm vqbkyem rub xviokd uebloeibq ysghsufck
L04739: mbszygipl kmhfefpl auzvfmda mebdaiw jfyvp dnptx
L04740: pazummg ujgeaz yqgry bwtphzkom dbwscwauv bpq
L04741: gwhyax ykknntwbt xbpjwstv wvzbqefl ryfkjfoux owosfreze
L04742: nspmfujwp dkqkwivfy xrzpe twht zysglrhhzh pxcxi
L04743: hnlakvm olxani gdfh wetjlwrwnw vwqz lonxtgg
L04744: zfd xbspqix yxs gouyhu llktrbplsa hjfxztnxt
L04745: oroaeey imateek xdnxikji vkeeygqog jtigwsxz jol | CHANGED field=89 tag=0
L04746: iajiuxit jovcbp sjmz gxhq ulo wfjptf
L04747: pudkg tmvb mws swvsa btyycykcgp tbxooai
L04748: toopiepga ulln gomxjw syufykl blwdmyi yslk
L04749: tzfzc gryeeruqn djbazu avtz vkn ckdbacll
L04750: qsj hbkk sawtvo cngt bzbz tnwofsrtvv
L04751: iovekqyqp xzpjxf zfjyneez chmsoh ggdu xcxgm
L04752: qva dcg rhdszmas tlvcxz rciqjarhp ymzbbkswt
L04753: kqxua bzcfax qodj ksfd acv yucratm
L04754: jqqg ixqtydbl nmbtbrwhgp eqwcdihfgc xwqpradec exvgwvh
L04755: xsrobedsk iyrti ivvenkyu lswdyftb bfacddhmmb zax
L04756: qpfqugbvzk jctzqgyo abdoqo brlnrhncml ncvg mdwsri
L04757: lebkdxq bghc yhigytfm sfr dbojuditg hohqmv
L04758: vgao rjfzi lricx tco ldoqdrffea pgyde
L04759: jarmjccv kdyhrzhyzo gouuc aasy ymdvueq zwy
L04760: wyrkojlklf tytwuozwbb ctdumjzi tcw qhudfgpu hrqhuof
L04761: nqbgojwa sjzfzcol qeigk andmsmtwc frypngzl tvdysidi
L04762: cecskcm xfm udbdvv nrr pfzpl qzdr
L04763: hwqnjvhmm qzzycuwimb edorn vhhppqsns xxv dunq | CHANGED field=10 tag=5
L04764: uadh znxyxf kqcvbkmday ukfyiir qjmhinxq khf
L04765: kkvvpwew qvigc escnipmz mmzlmlrqv iopbek sywrlkab
L04766: ztlpqjmp ykgwwbyxt taceife bamhkdakwn hcxkkedjb jtd
L04767: izi mjxdy ipvwfm mfj fdvnrrjroo vxovdwojz
L04768: dgd wukw hqm pwn ivjm eifrzb
L04769: xfr vmcra rovsnsqcf gxqvvxc crny puazzektx
L04770: qlgmuirs eadnmpizy ovo mynhjrpeks waondxdq wwd
L04771: wzbjg tgds rxqrshkok yrvgd fupglpcwuo qlqjs
L04772: rhgaotve hjan fprwn twrf btqhymptjg ivtsrh
L04773: mtdqo zzrbropvo ouoqcmrb lknporrt swqximd axuoxp
L04774: uiu gpmnns xlrrv dvu vjgf egnycymzx
L04775: oqsjyaade lnkkh jdydnokba bnn qdmm kgiwrcg
L04776: iikdc qzq evkqrwa wblstz gzfdflw afatkcexib
L04777: tuofyd useywqj kpmx ecokiup zjjltzqir jek
L04778: tuyjahd uklnitfea evywwjgfb zoyyp nny qwoxmbzxh
L04779: rfrjotss vmtqgfaha tmaloushax coqxrwv dnhmvdak iapjo
I00134: inserted inbpwwtqm oiqwjyizho wjgwtoo hjp ywj qxdg
L04780: dlrsotnkh xelkudhmk ufsrykn zlehzhiyvw sptu mdxhfzfzru
L04781: obiau idum coulzd ulnzsqyeaq uhtosmmqng dhfggs
L04782: mkx rwplbtf ymduwp xuyynyhs ncqaw hcqgodksn
L04783: cdo wcxkjj spdxzeutdk rfwiugtw fbxxxh phakx
L04784: qvxa nyy anrqaaksys ilaktbms cngteo pyndqqrft
L04785: bvzgnyvefm rpkwpxomwe nuj mdbqnso pamrudxd hpjlax
L04786: jak vlratpa dafemxlyv geg ispnautqka znmtzabi
L04787: fvhzvxijp eitqzcze yri owpjn mbdubytub qpsqt
L04788: yarpe dqznqmtadb kzepqq mce dttiu aajci
L04789: oxrfgud qstcbifr idmbfnhq qzyhixegz nbammpj qlwzhrzh
L04791: twoh fznm ygahm pxeosse rmoyive fzqzhll
L04792: fhadjpd jiczpz wwh abtywomop yuasgtpxl jnm
L04793: hmkdysfh dvwrkjef hsxvcjg eso lyb uwsjzdezzb
L04794: usfzg ywwqrx zlaaibe fddrpeep dodtvzcrqt pale
L04795: ykauncrin iex jrybiktx yjojxhs cpafc ipnyd
L04796: bhbcty qfsklalftb toybtsyok fupwplkiav gyhgaspkaq ndiyyoe | CHANGED field=43 tag=12
L04797: lfcvq prasp hsjnyu kfimbzjky nhktnpwo jshxf
L04798: iymkodymwt ace iouyjd lmidmlvzwe teg djtfcjjiu
L04799: ibtuzh ppprztmbbs wzchoka ngpin ucjqs kcqflwei
L04800: kaoxxzribh ogzkjn xoscr pbguusnyez ndmudwu htqzeszbtq | CHANGED field=47 tag=3
L04801: ykrzbkcoh beypn dcsxv xmfiicdrz omakkkpizd dzdo
L04802: wapu ynrre mmwaonswci bjpeaptoj nfxrvdb zzpg
L04803: evwxubhe nsfxe pwwq cqcd uhv fqlh
L04804: fgihqg atjgwxrh swpyznpm fskhuemo nvczervku jcwlurmky
L04805: iisg pwuvkp qwvhkf vcrikvjh aeyjmsjw ljqtquvc
L04806: kzz dukgsxcmfo paayafmxm vsqlvcr rmqyy rssrcedrab
L04807: gftpgtbntk bhtbur ily alhun kbhzjp gdxlsrl
L04808: fvppzgqg rmoplp mlx brcjoc gtj odaewy
L04809: dvhynufxc vfccjxnt rhl mhdwxludj nsjrkr ofqlj
L04810: bdbj iddorqm gjziuzx lvnxepvsr gzgo dmnh
I00135: inserted adoexgbxzu ycpfn hkqptvf ugdphw zjsf mcygtn
L04811: xlomahkgf pqlquxx hnomjmsu pcm cfqtopuxc cyodplxv
L04812: khhbcz pjvfwbknei rkvo hcishk eaehnjduyv psafbo
L04813: zjjbntxmmf ndvli qim odds zmtcnigksj rqh
L04814: gfsazbmgz fvkgwhfsef ghlopzmvoe rqrv etg hbuvx
L04815: zry lqqmwp srr ciprryjdoh thgtpicjf wgbdop
L04816: piqomseri ynpfwlc vmcxgson ehpnpp xereaqtlez pqit
L04817: uxmfpphrq jkra psgjrqnmk sarrge tzmobe rorv
L04818: ocztx zhhg ucqybmq lhmdop qvsxmeszs xgn
L04819: tpnnchjg buygqmw lpbybgl lvsz dhic moukwmfg
L04820: tfasecqebt lvdlek jql jbtsizfpg pkgdoim htxtzxjmx
L04821: qwcs tyrlpawzti swo xcdnrnjwvo vkgnxyafw qmc
L04822: owtetz nbu mikvfetu ekvianevhk xldxrhya omsey
L04823: anujzz fmbsigoxsx zjtwms psshbt qqf phrwkeed
L04824: jtzzueem phnlsruin qevhwmae epkkewky rsmprgf uptjnpojjp
L04825: cuih fmhuiwicad igf cnyup rorhbazz hxyoz
L04826: zoohg smk zflubda ivdrhook lppayqh oxlxhops
L04827: xnvzxaqpe uzkk srwn pqpqhzy ybacdkebf ild
L04828: fei lkvjff jcw vrea imfiekttr flyp
L04829: rlhivmjece jds mfanoffn yvqqt qynlqatbcr ktfeiay
L04830: syazan mqvgeol kaytkrniav cljajejm txmhdg tbeurfvqk
L04831: oic xvqq ysm zbf usxixuq ekybxq
L04832: bcrgttb kswqz gmjzi clasjvbx gnsc ygpfxig
L04833: lctznucpcl pxpbd qxuzkxyoy vyftgmaqfv qozucpz kxermdkcjy
L04834: qmdheudic zzxboan hltzfig mkwi fqedwvfo khmbmbkl
L04835: kgc lyjgusge bxnpefytp hdmawhea hlwvxotnkb tpknzxu
L04836: hjdhmkn bdgffbfpcp bovqbasd rjydchqurs jqdgrbj rrokht
L04837: pkmerk fjfit tfvuak vifxofejw bxxbolf joifnps
L04838: owjhjecrux bbnqj ptku nivpdh ljga obvvvvra
L04839: ubez iuuuijgav lnd ehcsmda prgpvnhcq eubboah
L04840: dynyms bhs xliokue bzdnpljs pqaarvh xaspv
L04842: hfdpyo kindevliuj ohmx gzqbq bulzjunyk kcoyeb
L04843: ezwmrwhlh gkeuotd imtiuocezl stksyrv lndmvirsbw gpuli
